# Title: June - August 2000 Contiguous U.S. County Maximum Temperature
# Units: Degrees Fahrenheit
# Note: Period of Record: 131 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
KS-167,Russell County,Kansas,92,96,1.8,90.2
KS-169,Saline County,Kansas,92.3,113,2.5,89.8
KS-171,Scott County,Kansas,91.7,106,2.5,89.2
KS-173,Sedgwick County,Kansas,92,96,1.2,90.8
KS-175,Seward County,Kansas,92.8,97,1.6,91.2
KS-177,Shawnee County,Kansas,89.8,104,2,87.8
KS-179,Sheridan County,Kansas,91.5,108,2.8,88.7
KS-181,Sherman County,Kansas,90.4,118,3.5,86.9
KS-183,Smith County,Kansas,92.2,116,3.2,89.1
KS-185,Stafford County,Kansas,91.1,93,1.4,89.7
KS-187,Stanton County,Kansas,92.9,106,2,90.9
KS-189,Stevens County,Kansas,92.7,97,1.4,91.2
KS-191,Sumner County,Kansas,92.1,84,0.5,91.6
KS-193,Thomas County,Kansas,91.4,116,3.5,87.9
KS-195,Trego County,Kansas,92.1,108,2.6,89.5
KS-197,Wabaunsee County,Kansas,89.8,107,2,87.8
KS-199,Wallace County,Kansas,90.9,119,3.4,87.4
KS-201,Washington County,Kansas,89.7,99,1.5,88.2
KS-203,Wichita County,Kansas,91.8,117,3.1,88.7
KS-205,Wilson County,Kansas,89.5,74,0,89.5
KS-207,Woodson County,Kansas,89.2,86,0.5,88.7
KS-209,Wyandotte County,Kansas,87.3,77,0.3,87
KY-001,Adair County,Kentucky,85.4,42,-1,86.4
KY-003,Allen County,Kentucky,88.2,63,-0.1,88.3
KY-005,Anderson County,Kentucky,84.1,28,-1.5,85.6
KY-007,Ballard County,Kentucky,87.2,45,-0.8,88.1
KY-009,Barren County,Kentucky,87.5,43,-0.8,88.3
KY-011,Bath County,Kentucky,84.4,43,-1,85.5
KY-013,Bell County,Kentucky,83,53,-0.6,83.6
KY-015,Boone County,Kentucky,82.8,29,-1.6,84.4
KY-017,Bourbon County,Kentucky,83.6,32,-1.6,85.1
KY-019,Boyd County,Kentucky,83.9,36,-0.9,84.7
KY-021,Boyle County,Kentucky,84.1,45,-0.8,84.9
KY-023,Bracken County,Kentucky,83.2,24,-1.8,85
KY-025,Breathitt County,Kentucky,84,31,-1.5,85.5
KY-027,Breckinridge County,Kentucky,85.6,34,-1.4,87
KY-029,Bullitt County,Kentucky,84.6,23,-2,86.6
KY-031,Butler County,Kentucky,86.8,40,-1,87.8
KY-033,Caldwell County,Kentucky,86.8,46,-1,87.8
KY-035,Calloway County,Kentucky,87.8,55,-0.6,88.4
KY-037,Campbell County,Kentucky,83.3,27,-1.8,85.1
KY-039,Carlisle County,Kentucky,87.4,48,-0.8,88.2
KY-041,Carroll County,Kentucky,83.9,29,-1.6,85.6
KY-043,Carter County,Kentucky,84.2,45,-0.6,84.8
KY-045,Casey County,Kentucky,83.9,43,-1,84.9
KY-047,Christian County,Kentucky,87.5,74,-0.1,87.6
KY-049,Clark County,Kentucky,84.1,38,-1.1,85.2
KY-051,Clay County,Kentucky,84.1,43,-0.8,84.9
KY-053,Clinton County,Kentucky,85,43,-0.9,85.9
KY-055,Crittenden County,Kentucky,86.4,37,-1.4,87.8
KY-057,Cumberland County,Kentucky,86.6,43,-0.8,87.4
KY-059,Daviess County,Kentucky,85.9,30,-1.6,87.5
KY-061,Edmonson County,Kentucky,87.4,52,-0.5,87.9
KY-063,Elliott County,Kentucky,84.6,51,-0.5,85.1
KY-065,Estill County,Kentucky,84.6,42,-0.9,85.5
KY-067,Fayette County,Kentucky,83.7,37,-1,84.7
KY-069,Fleming County,Kentucky,84,38,-1.2,85.2
KY-071,Floyd County,Kentucky,84.6,40,-0.8,85.4
KY-073,Franklin County,Kentucky,83.9,28,-1.8,85.7
KY-075,Fulton County,Kentucky,88.2,51,-0.9,89.1
KY-077,Gallatin County,Kentucky,83.7,32,-1.5,85.3
KY-079,Garrard County,Kentucky,84.3,48,-0.7,85
KY-081,Grant County,Kentucky,83.3,37,-1.5,84.8
KY-083,Graves County,Kentucky,87.5,55,-0.7,88.2
KY-085,Grayson County,Kentucky,86.4,42,-0.9,87.2
KY-087,Green County,Kentucky,85.8,37,-1.2,87
KY-089,Greenup County,Kentucky,83.8,39,-1,84.7
KY-091,Hancock County,Kentucky,85.5,31,-1.8,87.2
KY-093,Hardin County,Kentucky,84.8,29,-1.6,86.4
KY-095,Harlan County,Kentucky,80.7,41,-0.8,81.5
KY-097,Harrison County,Kentucky,83.4,25,-1.8,85.2
KY-099,Hart County,Kentucky,86.3,38,-1,87.3
KY-101,Henderson County,Kentucky,85.5,23,-2,87.6
KY-103,Henry County,Kentucky,83.8,28,-1.7,85.4
KY-105,Hickman County,Kentucky,87.9,56,-0.6,88.5
KY-107,Hopkins County,Kentucky,86.7,43,-1,87.7
KY-109,Jackson County,Kentucky,83.3,43,-0.9,84.2
KY-111,Jefferson County,Kentucky,84.8,24,-2,86.7
KY-113,Jessamine County,Kentucky,84.2,47,-0.7,84.9
KY-115,Johnson County,Kentucky,84.7,46,-0.7,85.4
KY-117,Kenton County,Kentucky,82.8,30,-1.7,84.5
KY-119,Knott County,Kentucky,83.3,39,-1,84.3
KY-121,Knox County,Kentucky,84.3,49,-0.5,84.8
KY-123,Larue County,Kentucky,84.7,29,-1.5,86.2
KY-125,Laurel County,Kentucky,83.6,41,-1,84.6
KY-127,Lawrence County,Kentucky,84.3,38,-0.7,85.1
KY-129,Lee County,Kentucky,84.4,35,-1.3,85.6
KY-131,Leslie County,Kentucky,83,37,-1.1,84
KY-133,Letcher County,Kentucky,82.3,49,-0.7,83
KY-135,Lewis County,Kentucky,83.8,37,-1.2,85
KY-137,Lincoln County,Kentucky,83.5,41,-1,84.5
KY-139,Livingston County,Kentucky,86.8,37,-1.3,88.1
KY-141,Logan County,Kentucky,88.1,84,0.2,87.9
KY-143,Lyon County,Kentucky,87.1,45,-1.1,88.1
KY-145,McCracken County,Kentucky,87.2,42,-0.9,88.1
KY-147,McCreary County,Kentucky,83.6,42,-0.9,84.5
KY-149,McLean County,Kentucky,86.3,34,-1.3,87.5
KY-151,Madison County,Kentucky,84.5,44,-0.7,85.2
KY-153,Magoffin County,Kentucky,84.2,38,-1,85.2
KY-155,Marion County,Kentucky,84.9,41,-1,85.9
KY-157,Marshall County,Kentucky,87.4,49,-1,88.4
KY-159,Martin County,Kentucky,84.6,40,-0.8,85.3
KY-161,Mason County,Kentucky,83.4,30,-1.6,85
KY-163,Meade County,Kentucky,84.8,28,-1.8,86.6
KY-165,Menifee County,Kentucky,84.2,48,-0.9,85.1
KY-167,Mercer County,Kentucky,84.4,44,-0.8,85.2
KY-169,Metcalfe County,Kentucky,86.3,43,-1,87.3
KY-171,Monroe County,Kentucky,87.2,47,-0.7,87.9
KY-173,Montgomery County,Kentucky,84.1,41,-1.2,85.3
KY-175,Morgan County,Kentucky,84.7,47,-0.7,85.4
KY-177,Muhlenberg County,Kentucky,86.6,39,-1,87.6
KY-179,Nelson County,Kentucky,84.6,26,-1.8,86.3
KY-181,Nicholas County,Kentucky,83.7,32,-1.6,85.2
KY-183,Ohio County,Kentucky,86.3,35,-1.1,87.4
KY-185,Oldham County,Kentucky,84.2,25,-1.7,86
KY-187,Owen County,Kentucky,83.5,29,-1.6,85.1
KY-189,Owsley County,Kentucky,84.2,37,-1.2,85.4
KY-191,Pendleton County,Kentucky,83.5,29,-1.7,85.2
KY-193,Perry County,Kentucky,83.5,36,-1.2,84.7
KY-195,Pike County,Kentucky,84.1,42,-0.6,84.7
KY-197,Powell County,Kentucky,84.4,41,-1.1,85.5
KY-199,Pulaski County,Kentucky,83.5,33,-1.3,84.8
KY-201,Robertson County,Kentucky,83.5,27,-1.8,85.2
KY-203,Rockcastle County,Kentucky,83.1,37,-1.1,84.3
KY-205,Rowan County,Kentucky,84.4,49,-0.6,85.1
KY-207,Russell County,Kentucky,84.8,42,-1.1,85.9
KY-209,Scott County,Kentucky,83.4,30,-1.6,85
KY-211,Shelby County,Kentucky,83.9,27,-1.8,85.6
KY-213,Simpson County,Kentucky,88,78,0.1,87.9
KY-215,Spencer County,Kentucky,84.3,24,-1.9,86.2
KY-217,Taylor County,Kentucky,85.2,44,-0.9,86.1
KY-219,Todd County,Kentucky,87.9,85,0.3,87.6
KY-221,Trigg County,Kentucky,87.6,64,-0.3,88
KY-223,Trimble County,Kentucky,83.9,27,-1.7,85.6
KY-225,Union County,Kentucky,85.8,26,-2,87.8
KY-227,Warren County,Kentucky,87.9,54,-0.5,88.4
KY-229,Washington County,Kentucky,84.5,33,-1.3,85.8
KY-231,Wayne County,Kentucky,84.1,40,-1.1,85.1
KY-233,Webster County,Kentucky,86.2,32,-1.4,87.6
KY-235,Whitley County,Kentucky,84,43,-0.8,84.8
KY-237,Wolfe County,Kentucky,84.2,36,-1.2,85.4
KY-239,Woodford County,Kentucky,84,38,-1.2,85.1
LA-001,Acadia Parish,Louisiana,93.7,119,1.7,91.9
LA-003,Allen Parish,Louisiana,94.1,119,1.9,92.2
LA-005,Ascension Parish,Louisiana,93,124,2.1,90.9
LA-007,Assumption Parish,Louisiana,92,121,1.6,90.4
LA-009,Avoyelles Parish,Louisiana,94,116,1.8,92.3
LA-011,Beauregard Parish,Louisiana,93.5,116,1.8,91.7
LA-013,Bienville Parish,Louisiana,93.7,107,1.9,91.8
LA-015,Bossier Parish,Louisiana,94.2,105,1.8,92.4
LA-017,Caddo Parish,Louisiana,94.3,103,1.7,92.6
LA-019,Calcasieu Parish,Louisiana,92.5,112,1.5,91.1
LA-021,Caldwell Parish,Louisiana,94.8,120,2.8,92
LA-023,Cameron Parish,Louisiana,91.1,111,1.3,89.8
LA-025,Catahoula Parish,Louisiana,94.5,116,2.2,92.3
LA-027,Claiborne Parish,Louisiana,93.5,106,2,91.5
LA-029,Concordia Parish,Louisiana,94.3,118,2.1,92.1
LA-031,De Soto Parish,Louisiana,94.3,108,1.7,92.5
LA-033,East Baton Rouge Parish,Louisiana,93.5,123,2.2,91.3
LA-035,East Carroll Parish,Louisiana,94.6,124,3,91.6
LA-037,East Feliciana Parish,Louisiana,93.8,124,2.5,91.3
LA-039,Evangeline Parish,Louisiana,94.2,118,1.9,92.3
LA-041,Franklin Parish,Louisiana,94.7,120,2.8,91.9
LA-043,Grant Parish,Louisiana,94.6,111,2.1,92.5
LA-045,Iberia Parish,Louisiana,91.3,112,1.2,90
LA-047,Iberville Parish,Louisiana,92.9,123,1.9,91
LA-049,Jackson Parish,Louisiana,94.2,118,2.7,91.4
LA-051,Jefferson Parish,Louisiana,91.7,123,2,89.7
LA-053,Jefferson Davis Parish,Louisiana,93.3,115,1.5,91.8
LA-055,Lafayette Parish,Louisiana,92.7,113,1.4,91.3
LA-057,Lafourche Parish,Louisiana,91.3,122,1.6,89.7
LA-059,La Salle Parish,Louisiana,94.8,118,2.4,92.3
LA-061,Lincoln Parish,Louisiana,93.9,117,2.7,91.2
LA-063,Livingston Parish,Louisiana,93.7,126,2.6,91
LA-065,Madison Parish,Louisiana,94.3,122,2.6,91.6
LA-067,Morehouse Parish,Louisiana,94.5,120,2.7,91.8
LA-069,Natchitoches Parish,Louisiana,94.8,113,2.2,92.5
LA-071,Orleans Parish,Louisiana,91.5,123,2.3,89.2
LA-073,Ouachita Parish,Louisiana,94.6,119,2.9,91.7
LA-075,Plaquemines Parish,Louisiana,90.3,119,1.8,88.5
LA-077,Pointe Coupee Parish,Louisiana,93.8,122,2.1,91.7
LA-079,Rapides Parish,Louisiana,94.1,109,1.7,92.5
LA-081,Red River Parish,Louisiana,94.3,107,1.8,92.5
LA-083,Richland Parish,Louisiana,94.6,120,2.7,91.9
LA-085,Sabine Parish,Louisiana,94.4,112,2.2,92.2
LA-087,St. Bernard Parish,Louisiana,90.7,124,2.2,88.5
LA-089,St. Charles Parish,Louisiana,92.5,123,2,90.5
LA-091,St. Helena Parish,Louisiana,93.7,126,2.7,91
LA-093,St. James Parish,Louisiana,92.6,121,1.8,90.9
LA-095,St. John the Baptist Parish,Louisiana,93.1,124,2.2,90.9
LA-097,St. Landry Parish,Louisiana,93.5,115,1.7,91.8
LA-099,St. Martin Parish,Louisiana,92.4,119,1.4,90.9
LA-101,St. Mary Parish,Louisiana,90.6,110,1.2,89.4
LA-103,St. Tammany Parish,Louisiana,93.2,126,3,90.2
LA-105,Tangipahoa Parish,Louisiana,93.9,127,3.2,90.8
LA-107,Tensas Parish,Louisiana,94.3,121,2.4,91.9
LA-109,Terrebonne Parish,Louisiana,90.8,116,1.5,89.3
LA-111,Union Parish,Louisiana,94.2,116,2.6,91.6
LA-113,Vermilion Parish,Louisiana,91.4,108,1.1,90.3
LA-115,Vernon Parish,Louisiana,94,119,2.1,91.9
LA-117,Washington Parish,Louisiana,94.2,128,3.4,90.9
LA-119,Webster Parish,Louisiana,93.8,107,1.7,92.1
LA-121,West Baton Rouge Parish,Louisiana,93.4,121,2,91.4
LA-123,West Carroll Parish,Louisiana,94.5,120,2.8,91.7
LA-125,West Feliciana Parish,Louisiana,94.3,126,2.8,91.5
LA-127,Winn Parish,Louisiana,94.7,113,2.5,92.2
ME-001,Androscoggin County,Maine,74.7,16,-1.9,76.6
ME-003,Aroostook County,Maine,72.3,31,-1.1,73.4
ME-005,Cumberland County,Maine,75,17,-1.8,76.8
ME-007,Franklin County,Maine,70.2,20,-1.8,72.1
ME-009,Hancock County,Maine,74.2,42,-0.6,74.8
ME-011,Kennebec County,Maine,74.4,13,-2.1,76.4
ME-013,Knox County,Maine,72,27,-1.2,73.2
ME-015,Lincoln County,Maine,72.9,19,-1.5,74.4
ME-017,Oxford County,Maine,72.5,9,-2.3,74.7
ME-019,Penobscot County,Maine,74.3,29,-1.2,75.5
ME-021,Piscataquis County,Maine,71.6,23,-1.5,73.2
ME-023,Sagadahoc County,Maine,73.9,16,-1.6,75.5
ME-025,Somerset County,Maine,71.1,19,-1.6,72.7
ME-027,Waldo County,Maine,73.5,24,-1.4,74.9
ME-029,Washington County,Maine,73.6,48,-0.4,74
ME-031,York County,Maine,75.9,22,-1.6,77.5
MD-001,Allegany County,Maryland,81.4,15,-2,83.4
MD-003,Anne Arundel County,Maryland,83.2,16,-1.5,84.7
MD-005,Baltimore County,Maryland,81.8,16,-1.8,83.6
MD-009,Calvert County,Maryland,82.8,12,-1.6,84.4
MD-011,Caroline County,Maryland,83.7,27,-1,84.7
MD-013,Carroll County,Maryland,80.5,11,-2.3,82.8
MD-015,Cecil County,Maryland,81.7,12,-1.8,83.5
MD-017,Charles County,Maryland,83.3,14,-1.8,85.1
MD-019,Dorchester County,Maryland,83.6,23,-1,84.6
MD-021,Frederick County,Maryland,81,11,-2.1,83.1
MD-023,Garrett County,Maryland,75.2,11,-2.2,77.4
MD-025,Harford County,Maryland,81.8,11,-2,83.8
MD-027,Howard County,Maryland,81.1,13,-2,83.1
MD-029,Kent County,Maryland,82.2,7,-2.2,84.4
MD-031,Montgomery County,Maryland,81.3,15,-1.9,83.1
MD-033,Prince George&#039;s County,Maryland,82.8,14,-1.9,84.7
MD-035,Queen Anne&#039;s County,Maryland,82.7,11,-1.9,84.6
MD-037,St. Mary&#039;s County,Maryland,82.9,14,-1.6,84.6
MD-039,Somerset County,Maryland,83.2,30,-0.8,84
MD-041,Talbot County,Maryland,83.5,23,-1.1,84.6
MD-043,Washington County,Maryland,81.6,9,-2.1,83.8
MD-045,Wicomico County,Maryland,83.4,28,-1,84.3
MD-047,Worcester County,Maryland,82.4,31,-0.7,83.1
MD-510,Baltimore City,Maryland,83,18,-1.5,84.6
MD-511,Washington,District of Columbia,82.9,17,-1.6,84.5
MA-001,Barnstable County,Massachusetts,74.3,34,-0.9,75.2
MA-003,Berkshire County,Massachusetts,74.1,7,-2.4,76.5
MA-005,Bristol County,Massachusetts,77.9,38,-0.6,78.6
MA-007,Dukes County,Massachusetts,74.8,37,-0.7,75.5
MA-009,Essex County,Massachusetts,76.3,16,-1.6,77.9
MA-011,Franklin County,Massachusetts,76.2,6,-2.6,78.8
MA-013,Hampden County,Massachusetts,77.1,7,-2.5,79.6
MA-015,Hampshire County,Massachusetts,76.9,6,-2.7,79.6
MA-017,Middlesex County,Massachusetts,78.1,17,-1.7,79.8
MA-019,Nantucket County,Massachusetts,71.5,38,-0.6,72.1
MA-021,Norfolk County,Massachusetts,78,23,-1.2,79.3
MA-023,Plymouth County,Massachusetts,77.5,36,-0.8,78.3
MA-025,Suffolk County,Massachusetts,77.2,24,-1.2,78.4
MA-027,Worcester County,Massachusetts,76.2,11,-2.1,78.3
MI-001,Alcona County,Michigan,75,24,-1.4,76.4
MI-003,Alger County,Michigan,72.9,40,-1.1,74
MI-005,Allegan County,Michigan,78.8,15,-2.3,81.1
MI-007,Alpena County,Michigan,75,22,-1.6,76.5
MI-009,Antrim County,Michigan,75.5,28,-1.3,76.8
MI-011,Arenac County,Michigan,76.8,20,-1.8,78.6
MI-013,Baraga County,Michigan,73.2,52,-0.3,73.5
MI-015,Barry County,Michigan,78.5,13,-2.7,81.2
MI-017,Bay County,Michigan,77.8,24,-1.7,79.4
MI-019,Benzie County,Michigan,75.2,52,0.1,75.2
MI-021,Berrien County,Michigan,78.8,16,-2.4,81.2
MI-023,Branch County,Michigan,78.5,14,-2.3,80.9
MI-025,Calhoun County,Michigan,78.6,18,-2.2,80.9
MI-027,Cass County,Michigan,79.1,17,-2.3,81.4
MI-029,Charlevoix County,Michigan,75.5,33,-1.3,76.8
MI-031,Cheboygan County,Michigan,75.5,28,-1.4,76.9
MI-033,Chippewa County,Michigan,73.1,56,-0.1,73.2
MI-035,Clare County,Michigan,76.7,18,-1.9,78.7
MI-037,Clinton County,Michigan,78.1,11,-2.5,80.6
MI-039,Crawford County,Michigan,75.4,19,-1.8,77.3
MI-041,Delta County,Michigan,74.2,46,-0.7,74.9
MI-043,Dickinson County,Michigan,75.1,39,-0.9,75.9
MI-045,Eaton County,Michigan,78.1,12,-2.7,80.8
MI-047,Emmet County,Michigan,74,34,-1.1,75.1
MI-049,Genesee County,Michigan,77.6,10,-2.6,80.2
MI-051,Gladwin County,Michigan,77.3,17,-2.2,79.5
MI-053,Gogebic County,Michigan,73.7,39,-1,74.6
MI-055,Grand Traverse County,Michigan,76.1,36,-0.7,76.8
MI-057,Gratiot County,Michigan,78.2,18,-2,80.2
MI-059,Hillsdale County,Michigan,78,16,-2.4,80.4
MI-061,Houghton County,Michigan,73.6,39,-0.7,74.4
MI-063,Huron County,Michigan,75.2,17,-2,77.2
MI-065,Ingham County,Michigan,77.8,13,-2.4,80.2
MI-067,Ionia County,Michigan,78,10,-2.7,80.7
MI-069,Iosco County,Michigan,75.9,26,-1.4,77.3
MI-071,Iron County,Michigan,73.8,37,-1,74.8
MI-073,Isabella County,Michigan,77.6,21,-1.9,79.5
MI-075,Jackson County,Michigan,78,17,-2.3,80.3
MI-077,Kalamazoo County,Michigan,79.4,20,-2.3,81.7
MI-079,Kalkaska County,Michigan,76,29,-1.3,77.2
MI-081,Kent County,Michigan,78.3,14,-2.3,80.6
MI-083,Keweenaw County,Michigan,70.6,37,-0.8,71.4
MI-085,Lake County,Michigan,77.1,22,-1.7,78.8
MI-087,Lapeer County,Michigan,77.4,14,-2.4,79.8
MI-089,Leelanau County,Michigan,74.4,42,-0.3,74.7
MI-091,Lenawee County,Michigan,79,18,-2.2,81.2
MI-093,Livingston County,Michigan,77.4,15,-2.3,79.7
MI-095,Luce County,Michigan,73.4,68,0.2,73.2
MI-097,Mackinac County,Michigan,73.2,57,-0.1,73.3
MI-099,Macomb County,Michigan,78.5,20,-1.7,80.2
MI-101,Manistee County,Michigan,76,39,-0.7,76.6
MI-103,Marquette County,Michigan,73.4,40,-0.7,74.1
MI-105,Mason County,Michigan,76.2,28,-1.2,77.4
MI-107,Mecosta County,Michigan,77.4,15,-2.1,79.5
MI-109,Menominee County,Michigan,76.1,36,-1,77.1
MI-111,Midland County,Michigan,78.1,21,-1.9,80
MI-113,Missaukee County,Michigan,76.1,25,-1.7,77.7
MI-115,Monroe County,Michigan,79.3,17,-2.1,81.5
MI-117,Montcalm County,Michigan,77.8,15,-2.2,80
MI-119,Montmorency County,Michigan,75.4,19,-2,77.4
MI-121,Muskegon County,Michigan,77.8,27,-1.4,79.1
MI-123,Newaygo County,Michigan,77.7,17,-2,79.7
MI-125,Oakland County,Michigan,77.6,13,-2.4,80
MI-127,Oceana County,Michigan,76.7,23,-1.5,78.2
MI-129,Ogemaw County,Michigan,76,17,-1.9,77.9
MI-131,Ontonagon County,Michigan,74.3,43,-0.7,75
MI-133,Osceola County,Michigan,76.4,18,-1.9,78.3
MI-135,Oscoda County,Michigan,75.2,15,-2,77.2
MI-137,Otsego County,Michigan,74.8,25,-1.7,76.5
MI-139,Ottawa County,Michigan,78.5,22,-1.6,80.1
MI-141,Presque Isle County,Michigan,75.3,29,-1.3,76.5
MI-143,Roscommon County,Michigan,76.3,25,-1.6,77.8
MI-145,Saginaw County,Michigan,78.4,20,-2,80.4
MI-147,St. Clair County,Michigan,77.5,16,-1.8,79.3
MI-149,St. Joseph County,Michigan,79.6,21,-2.1,81.7
MI-151,Sanilac County,Michigan,76.3,20,-1.8,78.1
MI-153,Schoolcraft County,Michigan,74.3,51,-0.6,74.9
MI-155,Shiawassee County,Michigan,77.6,10,-2.7,80.4
MI-157,Tuscola County,Michigan,78,25,-1.6,79.6
MI-159,Van Buren County,Michigan,79.1,17,-2.3,81.4
MI-161,Washtenaw County,Michigan,78.3,22,-1.9,80.2
MI-163,Wayne County,Michigan,79.2,23,-1.7,80.9
MI-165,Wexford County,Michigan,76,30,-1.3,77.3
MN-001,Aitkin County,Minnesota,75.4,40,-0.8,76.1
MN-003,Anoka County,Minnesota,78.9,37,-1.3,80.2
MN-005,Becker County,Minnesota,76.5,40,-0.9,77.4
MN-007,Beltrami County,Minnesota,75,32,-1.4,76.4
MN-009,Benton County,Minnesota,78.1,46,-0.5,78.6
MN-011,Big Stone County,Minnesota,80.2,40,-0.8,81
MN-013,Blue Earth County,Minnesota,79.1,18,-2.4,81.5
MN-015,Brown County,Minnesota,79.4,18,-2.8,82.2
MN-017,Carlton County,Minnesota,74.4,29,-1.3,75.6
MN-019,Carver County,Minnesota,79.1,26,-1.6,80.6
MN-021,Cass County,Minnesota,75.6,40,-0.7,76.3
MN-023,Chippewa County,Minnesota,80.4,42,-1.1,81.4
MN-025,Chisago County,Minnesota,78.8,45,-0.9,79.7
MN-027,Clay County,Minnesota,78.4,36,-1.2,79.6
MN-029,Clearwater County,Minnesota,75.2,28,-1.4,76.6
MN-031,Cook County,Minnesota,70.5,35,-1,71.5
MN-033,Cottonwood County,Minnesota,79.7,34,-1.4,81.1
MN-035,Crow Wing County,Minnesota,76.2,40,-0.6,76.9
MN-037,Dakota County,Minnesota,78.7,21,-2.1,80.8
MN-039,Dodge County,Minnesota,77.9,28,-1.8,79.8
MN-041,Douglas County,Minnesota,77,33,-1.2,78.2
MN-043,Faribault County,Minnesota,79.1,21,-2.2,81.4
MN-045,Fillmore County,Minnesota,77.7,22,-2.3,80
MN-047,Freeborn County,Minnesota,78.1,15,-2.3,80.4
MN-049,Goodhue County,Minnesota,78.3,21,-2,80.3
MN-051,Grant County,Minnesota,78.8,47,-0.6,79.5
MN-053,Hennepin County,Minnesota,79.1,28,-1.5,80.6
MN-055,Houston County,Minnesota,78.1,19,-2.2,80.3
MN-057,Hubbard County,Minnesota,75.5,35,-1,76.5
MN-059,Isanti County,Minnesota,77.7,27,-1.7,79.4
MN-061,Itasca County,Minnesota,74.9,38,-0.7,75.6
MN-063,Jackson County,Minnesota,79.8,33,-1.3,81.2
MN-065,Kanabec County,Minnesota,77.2,40,-0.8,78
MN-067,Kandiyohi County,Minnesota,79.2,42,-0.8,80
MN-069,Kittson County,Minnesota,76.9,53,-0.3,77.2
MN-071,Koochiching County,Minnesota,74.5,34,-1,75.5
MN-073,Lac qui Parle County,Minnesota,80.6,40,-1.1,81.7
MN-075,Lake County,Minnesota,72.1,32,-1.3,73.4
MN-077,Lake of the Woods County,Minnesota,74.8,38,-0.9,75.7
MN-079,Le Sueur County,Minnesota,78.9,26,-2.1,80.9
MN-081,Lincoln County,Minnesota,78.9,38,-1.5,80.4
MN-083,Lyon County,Minnesota,80.2,36,-1.3,81.5
MN-085,McLeod County,Minnesota,79,25,-1.6,80.6
MN-087,Mahnomen County,Minnesota,76.3,35,-1.2,77.5
MN-089,Marshall County,Minnesota,77.2,51,-0.5,77.7
MN-091,Martin County,Minnesota,79.3,29,-1.8,81.2
MN-093,Meeker County,Minnesota,79.2,45,-0.6,79.8
MN-095,Mille Lacs County,Minnesota,77.1,36,-0.8,77.9
MN-097,Morrison County,Minnesota,77.3,46,-0.5,77.8
MN-099,Mower County,Minnesota,77.5,22,-2.2,79.7
MN-101,Murray County,Minnesota,79.5,38,-1.2,80.8
MN-103,Nicollet County,Minnesota,78.9,16,-2.8,81.7
MN-105,Nobles County,Minnesota,80.1,36,-1.1,81.3
MN-107,Norman County,Minnesota,77.8,28,-1.6,79.5
MN-109,Olmsted County,Minnesota,77.9,27,-2.1,80
MN-111,Otter Tail County,Minnesota,77.2,38,-1.2,78.4
MN-113,Pennington County,Minnesota,76.7,42,-1.1,77.8
MN-115,Pine County,Minnesota,76.6,40,-0.8,77.4
MN-117,Pipestone County,Minnesota,79.7,39,-1.4,81.1
MN-119,Polk County,Minnesota,77.5,35,-1.3,78.8
MN-121,Pope County,Minnesota,78.3,40,-0.7,78.9
MN-123,Ramsey County,Minnesota,79.3,40,-1.3,80.6
MN-125,Red Lake County,Minnesota,77,36,-1.2,78.2
MN-127,Redwood County,Minnesota,80.3,26,-1.9,82.2
MN-129,Renville County,Minnesota,79.8,30,-1.7,81.5
MN-131,Rice County,Minnesota,78.4,25,-2,80.4
MN-133,Rock County,Minnesota,80.7,38,-1.3,82
MN-135,Roseau County,Minnesota,76,54,-0.2,76.2
MN-137,St. Louis County,Minnesota,74,35,-1,75
MN-139,Scott County,Minnesota,79.1,25,-1.7,80.9
MN-141,Sherburne County,Minnesota,78.5,37,-1.1,79.6
MN-143,Sibley County,Minnesota,79,20,-2.3,81.2
MN-145,Stearns County,Minnesota,78.5,54,-0.2,78.7
MN-147,Steele County,Minnesota,78.2,28,-1.9,80.1
MN-149,Stevens County,Minnesota,79.4,42,-0.6,80
MN-151,Swift County,Minnesota,79.8,42,-0.8,80.6
MN-153,Todd County,Minnesota,77,40,-0.9,77.8
MN-155,Traverse County,Minnesota,80.3,52,-0.4,80.7
MN-157,Wabasha County,Minnesota,78.2,19,-2.1,80.3
MN-159,Wadena County,Minnesota,76.3,35,-1.2,77.5
MN-161,Waseca County,Minnesota,78.9,31,-1.7,80.6
MN-163,Washington County,Minnesota,79.3,44,-1,80.4
MN-165,Watonwan County,Minnesota,79.3,22,-2.3,81.6
MN-167,Wilkin County,Minnesota,79.1,38,-1,80.1
MN-169,Winona County,Minnesota,78.1,29,-1.7,79.8
MN-171,Wright County,Minnesota,78.8,34,-1.3,80.1
MN-173,Yellow Medicine County,Minnesota,80.5,40,-1.4,81.9
MS-001,Adams County,Mississippi,94.2,121,2.6,91.6
MS-003,Alcorn County,Mississippi,91.1,102,1.3,89.8
MS-005,Amite County,Mississippi,93.7,125,2.7,91
MS-007,Attala County,Mississippi,93.2,121,2.8,90.3
MS-009,Benton County,Mississippi,91.2,102,1.4,89.7
MS-011,Bolivar County,Mississippi,92.9,106,1.4,91.5
MS-013,Calhoun County,Mississippi,92.9,111,2.1,90.8
MS-015,Carroll County,Mississippi,92.9,113,2.2,90.7
MS-017,Chickasaw County,Mississippi,92.9,111,2.2,90.7
MS-019,Choctaw County,Mississippi,93.2,123,3.3,90
